Chr	Start	Gene_symbol	ENSG_ID
19	57815672	AC005261.1	ENSG00000268205
19	57831876	ZNF543	ENSG00000178229
19	57862727	ZNF304	ENSG00000131845
19	57863379	AC005261.2	ENSG00000268678
19	57874844	ZNF547	ENSG00000152433
19	57875071	TRAPPC2B	ENSG00000256060
19	57901217	ZNF548	ENSG00000188785
19	57922530	ZNF17	ENSG00000186272
19	57946696	ZNF749	ENSG00000186230
19	57967853	VN1R1	ENSG00000178201
19	57971279	VN1R107P	ENSG00000268545
19	57988937	ZNF772	ENSG00000197128
19	57989016	AC003005.2	ENSG00000268266
19	57999078	ZNF419	ENSG00000105136
19	58011282	ZNF773	ENSG00000152439
19	58038692	ZNF549	ENSG00000121406
19	58071230	ZNF550	ENSG00000251369
19	58089465	ZNF416	ENSG00000083817
19	58089823	ZIK1	ENSG00000171649
19	58111252	ZNF530	ENSG00000183647
19	58125600	ZNF134	ENSG00000213762
19	58136399	AC003682.1	ENSG00000268392
19	58141760	ZNF211	ENSG00000121417
19	58175647	TPRG1LP1	ENSG00000269097
19	58180302	ZSCAN4	ENSG00000180532
19	58193336	ZNF551	ENSG00000204519
19	58220578	ZNF154	ENSG00000179909
19	58238991	ZNF671	ENSG00000083814
19	58258163	ZNF776	ENSG00000152443
19	58281022	ZNF586	ENSG00000083828
19	58326280	ZNF552	ENSG00000178935
19	58331307	ZNF587B	ENSG00000269343
19	58338145	FKBP1AP1	ENSG00000269304
19	58365143	ZNF587	ENSG00000198466
19	58379251	AC010326.3	ENSG00000269867
19	58379540	AC010326.4	ENSG00000270804
19	58400441	ZNF814	ENSG00000204514
19	58427977	ZNF417	ENSG00000173480
19	58446760	ZNF418	ENSG00000196724
19	58459042	ZNF256	ENSG00000152454
19	58465126	AC010326.1	ENSG00000243234
19	58485901	C19orf18	ENSG00000177025
19	58513428	AC008969.1	ENSG00000176593
19	58514716	ZNF606	ENSG00000166704
19	58537293	VN2R19P	ENSG00000235974
19	58545399	ZSCAN1	ENSG00000152467
19	58555959	LETM1P2	ENSG00000268660
19	58560713	HNRNPDLP4	ENSG00000270837
19	58570606	ZNF135	ENSG00000176293
19	58581337	RN7SL526P	ENSG00000243642
19	58629793	ZSCAN18	ENSG00000121413
19	58666476	ZNF329	ENSG00000181894
19	58677532	AC008751.2	ENSG00000269236
19	58694395	ZNF274	ENSG00000171606
19	58727545	RPS15AP36	ENSG00000213013
19	58735871	AC020915.4	ENSG00000268866
19	58739959	ZNF544	ENSG00000198131
19	58778000	AC020915.2	ENSG00000268201
19	58790173	AC020915.3	ENSG00000268516
19	58816714	ERVK3-1	ENSG00000142396
19	58830642	AC010642.1	ENSG00000269794
19	58838384	ZSCAN22	ENSG00000182318
19	58859116	A1BG-AS1	ENSG00000268895
19	58864864	A1BG	ENSG00000121410
19	58870055	AC012313.2	ENSG00000268049
19	58873950	AC012313.6	ENSG00000269054
19	58874213	ZNF497	ENSG00000174586
19	58892426	ZNF837	ENSG00000152475
19	58897766	RPS5	ENSG00000083845
19	58907456	RNF225	ENSG00000269855
19	58911587	LINC02560	ENSG00000268307
19	58912870	ZNF584	ENSG00000171574
19	58919850	AC012313.1	ENSG00000232098
19	58929926	AC012313.4	ENSG00000268543
19	58942514	AC012313.5	ENSG00000268912
19	58951588	ZNF132	ENSG00000131849
19	58951814	AC012313.8	ENSG00000269473
19	58962970	ZNF324B	ENSG00000249471
19	58978422	ZNF324	ENSG00000083812
19	58985383	ZNF446	ENSG00000083838
19	59002487	RN7SL693P	ENSG00000265272
19	59023431	SLC27A5	ENSG00000083807
19	59050277	ZBTB45	ENSG00000119574
19	59055457	TRIM28	ENSG00000130726
19	59066490	CHMP2A	ENSG00000130724
19	59070326	UBE2M	ENSG00000130725
19	59070495	MZF1-AS1	ENSG00000267858
19	59083943	MZF1	ENSG00000099326
19	59086811	CENPBD1P1	ENSG00000213753
19	59109182	AC016629.2	ENSG00000269600
2	46869	FAM110C	ENSG00000184731
2	197568	AC079779.1	ENSG00000227061
2	264392	ACP1	ENSG00000143727
2	266397	SH3YL1	ENSG00000035115
2	286566	AC079779.2	ENSG00000228643
2	288850	ALKAL2	ENSG00000189292
2	314366	AC079779.3	ENSG00000235779
2	317911	LINC01865	ENSG00000233684
2	388411	AC105393.2	ENSG00000236856
2	421056	AC105393.1	ENSG00000226277
2	492654	LINC01874	ENSG00000223985
2	558203	AC093326.1	ENSG00000233633
2	676703	TMEM18	ENSG00000151353
2	677185	AC092159.2	ENSG00000233296
2	693234	AC092159.3	ENSG00000233970
2	731223	AC092159.1	ENSG00000227713
2	740163	LINC01115	ENSG00000272342
2	741976	AC116609.2	ENSG00000231173
2	742487	AC116609.1	ENSG00000223751
2	901136	LINC01939	ENSG00000228799
2	916809	AC113607.1	ENSG00000234796
2	945959	AC116614.1	ENSG00000235688
2	946553	SNTG2	ENSG00000172554
2	1064026	AC114808.1	ENSG00000235403
2	1156109	AC114808.2	ENSG00000236665
2	1377994	TPO	ENSG00000115705
2	1623884	AC141930.1	ENSG00000228613
2	1629190	AC144450.1	ENSG00000203635
2	1748623	PXDN	ENSG00000130508
2	1828183	AC093390.1	ENSG00000232057
2	2323003	MYT1L-AS1	ENSG00000225619
2	2335031	MYT1L	ENSG00000186487
2	2660401	AC018685.2	ENSG00000234929
2	2842162	AC011995.2	ENSG00000237720
2	3129797	LINC01250	ENSG00000234423
2	3149550	AC019118.2	ENSG00000236760
2	3305235	EIPR1-IT1	ENSG00000224885
2	3381652	EIPR1	ENSG00000032389
2	3383445	TRAPPC12	ENSG00000171853
2	3486179	TRAPPC12-AS1	ENSG00000225234
2	3500726	AC114810.1	ENSG00000271868
2	3521517	ADI1	ENSG00000182551
2	3523045	AC231981.1	ENSG00000235078
2	3584462	AC108488.1	ENSG00000242282
2	3606080	RNASEH1	ENSG00000171865
2	3606206	RNASEH1-AS1	ENSG00000234171
2	3622794	RPS7	ENSG00000171863
2	3642425	COLEC11	ENSG00000118004
2	3651831	AC010907.2	ENSG00000237370
2	3665346	TMSB4XP2	ENSG00000188765
2	3705784	ALLC	ENSG00000151360
2	3736570	GAPDHP48	ENSG00000232718
2	3751452	DCDC2C	ENSG00000214866
2	3751742	AC010907.1	ENSG00000224661
2	4021659	LINC01304	ENSG00000237401
2	4188320	AC012445.1	ENSG00000229550
2	4703804	LINC01249	ENSG00000231532
2	5696162	AC107057.1	ENSG00000232835
2	5831249	AC108025.1	ENSG00000230090
2	5831619	LINC01248	ENSG00000224128
2	5832798	SOX11	ENSG00000176887
2	5841597	AC108025.2	ENSG00000242540
2	5866580	AC010729.1	ENSG00000236106
2	5952727	LINC01810	ENSG00000237266
2	6072818	LINC01105	ENSG00000232044
2	6465777	AC017053.1	ENSG00000234275
2	6636929	PIK3CDP1	ENSG00000231610
2	6642857	LINC01824	ENSG00000226488
2	6790666	MIR7515HG	ENSG00000236172
2	6910441	LINC00487	ENSG00000205837
2	6980594	NRIR	ENSG00000225964
2	7005936	RSAD2	ENSG00000134321
2	7006765	CMPK2	ENSG00000134326
2	7046431	AC017076.1	ENSG00000271947
2	7057522	RNF144A	ENSG00000151692
2	7058839	RNF144A-AS1	ENSG00000228203
2	7218010	AC068481.1	ENSG00000223884
2	7401001	AC010904.2	ENSG00000272002
2	7561391	AC013460.1	ENSG00000229727
2	7865931	LINC01871	ENSG00000235576
2	7877225	AC092580.1	ENSG00000229405
2	8039785	AC007463.1	ENSG00000226506
2	8279531	U91324.1	ENSG00000229740
2	8418213	LINC00298	ENSG00000235665
2	8523750	LINC00299	ENSG00000236790
2	8723921	LINC01814	ENSG00000236008
2	8763071	AC011747.1	ENSG00000231083
2	8818983	ID2	ENSG00000115738
2	8821982	ID2-AS1	ENSG00000235092
2	8977759	KIDINS220	ENSG00000134313
2	9143941	MBOAT2	ENSG00000143797
2	9243568	AC093904.2	ENSG00000242136
2	9246721	AC093904.4	ENSG00000261104
2	9255325	AC093904.3	ENSG00000244310
2	9346893	ASAP2	ENSG00000151693
2	9411756	EIF1P7	ENSG00000213772
2	9563675	ITGB1BP1	ENSG00000119185
2	9563696	CPSF3	ENSG00000119203
2	9613786	IAH1	ENSG00000134330
2	9645573	AC080162.1	ENSG00000239300
2	9695920	ADAM17	ENSG00000151694
2	9696027	AC073195.1	ENSG00000271855
2	9771142	YWHAQ	ENSG00000134308
2	9778900	AC082651.1	ENSG00000240687
2	9814151	AC082651.4	ENSG00000244260
2	9910469	AC082651.3	ENSG00000243491
2	9983482	TAF1B	ENSG00000115750
2	10076488	AC010969.2	ENSG00000269973
2	10085340	GRHL1	ENSG00000134317
2	10146157	AC010969.1	ENSG00000188525
2	10161704	AC104794.3	ENSG00000260476
2	10180789	AC104794.2	ENSG00000260077
2	10182975	KLF11	ENSG00000172059
2	10221070	CYS1	ENSG00000205795
2	10262454	RRM2	ENSG00000171848
2	10281508	C2orf48	ENSG00000163009
2	10443014	HPCAL1	ENSG00000115756
2	10588629	ODC1	ENSG00000115758
2	10588819	AC007249.2	ENSG00000257135
2	10592444	AC007249.1	ENSG00000217258
2	10729416	AC007314.1	ENSG00000234818
2	10830100	NOL10	ENSG00000115761
2	10830469	RN7SL832P	ENSG00000243819
2	10861774	ATP6V1C2	ENSG00000143882
2	10910183	AC092687.3	ENSG00000272275
2	10978102	PDIA6	ENSG00000143870
2	10987702	AC092687.1	ENSG00000232056
2	11014692	AC079587.1	ENSG00000270488
2	11018394	LINC01954	ENSG00000271952
2	11052062	KCNF1	ENSG00000162975
2	11242267	AC062028.1	ENSG00000226080
2	11272946	FLJ33534	ENSG00000145063
2	11273178	C2orf50	ENSG00000150873
2	11295323	PQLC3	ENSG00000162976
2	11488455	ROCK2	ENSG00000134318
2	11505761	AC099344.1	ENSG00000230952
2	11530492	AC099344.2	ENSG00000231403
2	11534106	LINC00570	ENSG00000224177
2	11606296	E2F6	ENSG00000169016
2	11674241	GREB1	ENSG00000196208
2	11701319	RNU2-13P	ENSG00000251718
2	11701904	RNA5SP85	ENSG00000202248
2	11724898	RN7SL674P	ENSG00000239899
2	11806094	AC110754.1	ENSG00000230044
2	11810289	NTSR2	ENSG00000169006
2	11817720	LPIN1	ENSG00000134324
2	11821585	AC106875.1	ENSG00000228496
2	11864347	AC012456.1	ENSG00000203643
2	11885426	AC012456.2	ENSG00000230790
2	11988747	MIR3681HG	ENSG00000224184
2	12739112	AC096559.1	ENSG00000223360
2	12855540	AC009486.1	ENSG00000261117
2	12857014	TRIB2	ENSG00000071575
2	13147137	AC064875.1	ENSG00000225649
2	13677797	AC073062.1	ENSG00000229370
2	13863172	AC016730.1	ENSG00000227718
2	14772809	FAM84A	ENSG00000162981
2	15701453	NBAS	ENSG00000151779
2	15704293	AC008278.2	ENSG00000234022
2	15731301	DDX1	ENSG00000079785
2	15820607	AC008278.1	ENSG00000224194
2	15830905	LINC01804	ENSG00000231031
2	15951000	AC113608.2	ENSG00000237326
2	16060520	MYCNUT	ENSG00000223850
2	16080685	MYCN	ENSG00000134323
2	16081844	MYCNOS	ENSG00000233718
2	16190548	GACAT3	ENSG00000236289
2	16245962	AC130710.1	ENSG00000236989
2	16383697	AC010745.1	ENSG00000226041
2	16405314	AC010745.2	ENSG00000228876
2	16535523	AC010880.1	ENSG00000224400
2	16704443	AC104623.1	ENSG00000237633
2	16847598	FAM49A	ENSG00000197872
2	16909390	AC008164.1	ENSG00000223536
2	17151300	LINC01866	ENSG00000237670
2	17566357	PSMC1P10	ENSG00000236348
2	17699705	RAD51AP2	ENSG00000214842
2	17720392	VSNL1	ENSG00000163032
2	17935124	GEN1	ENSG00000178295
2	17981508	SMC6	ENSG00000163029
2	17997762	MSGN1	ENSG00000151379
2	18059113	KCNS3	ENSG00000170745
2	18729469	AC079148.1	ENSG00000260331
2	18741945	RDH14	ENSG00000240857
2	18770837	NT5C1B	ENSG00000185013
2	19546508	LINC01376	ENSG00000236204
2	19558413	OSR1	ENSG00000143867
2	19668721	AC010096.1	ENSG00000234597
2	19675210	LINC01808	ENSG00000237992
2	19911475	AC019055.1	ENSG00000235911
2	20068620	LINC00954	ENSG00000228784
2	20101746	TTC32	ENSG00000183891
2	20101785	AC013400.1	ENSG00000271991
2	20189891	WDR35	ENSG00000118965
2	20189977	AC079145.1	ENSG00000227210
2	20212454	MATN3	ENSG00000132031
2	20251788	LAPTM4A	ENSG00000068697
2	20251894	AC098828.2	ENSG00000223734
2	20306589	AC098828.3	ENSG00000234378
2	20355817	AC098828.1	ENSG00000213729
2	20425193	SDC1	ENSG00000115884
2	20440806	AC007041.1	ENSG00000235411
2	20551994	PUM2	ENSG00000055917
2	20646834	RHOB	ENSG00000143878
2	20650802	AC023137.1	ENSG00000228950
2	20701070	AC012065.1	ENSG00000227047
2	20786445	AC012065.3	ENSG00000269976
2	20792307	HS1BP3-IT1	ENSG00000231948
2	20806413	AC012065.2	ENSG00000233416
2	20850848	HS1BP3	ENSG00000118960
2	20866423	GDF7	ENSG00000143869
2	21022881	LDAH	ENSG00000118961
2	21059530	AC012361.1	ENSG00000236436
2	21223788	AC115619.1	ENSG00000261012
2	21266944	APOB	ENSG00000084674
2	21346788	TDRD15	ENSG00000218819
2	21444046	AC018742.1	ENSG00000233005
2	21540531	AC011752.1	ENSG00000231204
2	21859180	AC009411.2	ENSG00000235537
2	21872434	AC009411.1	ENSG00000228538
2	21933494	LINC01822	ENSG00000229621
2	22188422	AC096570.1	ENSG00000228999
2	22759350	LINC01884	ENSG00000233587
2	23421926	AC018467.1	ENSG00000232451
2	23554914	AC012506.1	ENSG00000223530
2	23570524	AC012506.3	ENSG00000233714
2	23583246	AC012506.2	ENSG00000223634
2	23604169	AC012506.4	ENSG00000235497
2	23608087	KLHL29	ENSG00000119771
2	23747213	AC011239.1	ENSG00000224361
2	24095883	PGAM1P6	ENSG00000224464
2	24149983	ATAD2B	ENSG00000119778
2	24150154	UBXN2A	ENSG00000173960
2	24232950	MFSD2B	ENSG00000205639
2	24272444	WDCP	ENSG00000163026
2	24272570	FKBP1B	ENSG00000119782
2	24299312	SF3B6	ENSG00000115128
2	24299395	FAM228B	ENSG00000219626
2	24308730	TP53I3	ENSG00000115129
2	24346346	PFN4	ENSG00000176732
2	24397873	AC008073.2	ENSG00000232642
2	24397937	FAM228A	ENSG00000186453
2	24424566	AC008073.1	ENSG00000223754
2	24437249	AC009228.1	ENSG00000242628
2	24583582	ITSN2	ENSG00000198399
2	24714782	NCOA1	ENSG00000084676
2	25016003	PTRHD1	ENSG00000184924
2	25016251	CENPO	ENSG00000138092
2	25048478	AC012073.1	ENSG00000271936
2	25142707	ADCY3	ENSG00000138031
2	25194258	DNAJC27-AS1	ENSG00000224165
2	25194962	DNAJC27	ENSG00000115137
2	25264998	EFR3B	ENSG00000084710
2	25304557	SUCLA2P3	ENSG00000229593
2	25391771	POMC	ENSG00000115138
2	25427181	LINC01381	ENSG00000230452
2	25565458	DNMT3A	ENSG00000119772
2	25598713	AC012074.1	ENSG00000235072
2	25643985	AC104699.1	ENSG00000224220
2	25896502	DTNB	ENSG00000138101
2	26033524	TPM3P7	ENSG00000187536
2	26045337	PTGES3P2	ENSG00000217643
2	26079834	AC064847.1	ENSG00000218682
2	26101384	ASXL2	ENSG00000143970
2	26205617	KIF3C	ENSG00000084731
2	26217662	UQCRHP2	ENSG00000237629
2	26251480	TRMT112P6	ENSG00000268412
2	26256978	RAB10	ENSG00000084733
2	26325004	AC011742.3	ENSG00000235440
2	26372072	SMARCE1P6	ENSG00000214465
2	26395959	GAREM2	ENSG00000157833
2	26466037	HADHB	ENSG00000138029
2	26467593	HADHA	ENSG00000084754
2	26568981	SELENOI	ENSG00000138018
2	26569455	ADGRF3	ENSG00000173567
2	26624783	DRC1	ENSG00000157856
2	26781565	OTOF	ENSG00000115155
2	26785449	C2orf70	ENSG00000173557
2	26864235	CIB4	ENSG00000157884
2	26897331	AC015977.2	ENSG00000225378
2	26915618	KCNK3	ENSG00000171303
2	26987151	SLC35F6	ENSG00000213699
2	27008864	CENPA	ENSG00000115163
2	27050387	CDKN2AIPNLP2	ENSG00000145835
2	27070614	DPYSL5	ENSG00000157851
2	27193479	MAPRE3	ENSG00000084764
2	27232674	AC013472.2	ENSG00000230286
2	27237479	AC013472.1	ENSG00000205500
2	27255821	TMEM214	ENSG00000119777
2	27265231	AGBL5	ENSG00000084693
2	27273131	AGBL5-AS1	ENSG00000231636
2	27277143	AC013472.3	ENSG00000272056
2	27283905	AGBL5-IT1	ENSG00000229122
2	27285774	AC013403.2	ENSG00000272148
2	27294640	OST4	ENSG00000228474
2	27301434	EMILIN1	ENSG00000138080
2	27309614	KHK	ENSG00000138030
2	27341994	CGREF1	ENSG00000138028
2	27346690	ABHD1	ENSG00000143994
2	27357542	PREB	ENSG00000138073
2	27362277	PRR30	ENSG00000186143
2	27371871	TCF23	ENSG00000163792
2	27435154	ATRAID	ENSG00000138085
2	27435732	SLC5A6	ENSG00000138074
2	27440257	CAD	ENSG00000084774
2	27498288	DNAJC5G	ENSG00000163793
2	27498684	SLC30A3	ENSG00000115194
2	27505259	TRIM54	ENSG00000138100
2	27531312	UCN	ENSG00000163794
2	27548546	MPV17	ENSG00000115204
2	27558401	GTF3C2-AS1	ENSG00000234945
2	27579359	AC074117.1	ENSG00000234072
2	27579867	GTF3C2	ENSG00000115207
2	27593352	EIF2B4	ENSG00000115211
2	27593388	SNX17	ENSG00000115234
2	27603656	ZNF513	ENSG00000163795
2	27616233	FTH1P3	ENSG00000213453
2	27632553	PPM1G	ENSG00000115241
2	27650656	NRBP1	ENSG00000115216
2	27665232	KRTCAP3	ENSG00000157992
2	27678022	AC074117.2	ENSG00000235267
2	27712655	IFT172	ENSG00000138002
2	27718111	FNDC4	ENSG00000115226
2	27719708	GCKR	ENSG00000084734
2	27799388	C2orf16	ENSG00000221843
2	27805896	ZNF512	ENSG00000243943
2	27851113	GPN1	ENSG00000198522
2	27851861	CCDC121	ENSG00000176714
2	27886336	SUPT7L	ENSG00000119760
2	27886676	SLC4A1AP	ENSG00000163798
2	27938598	LINC01460	ENSG00000205334
2	27994583	MRPL33	ENSG00000243147
2	28112807	BABAM2	ENSG00000158019
2	28113964	RBKS	ENSG00000171174
2	28239348	AC021171.1	ENSG00000270528
2	28533325	AC093690.1	ENSG00000223522
2	28615314	FOSL2	ENSG00000075426
2	28617538	FLJ31356	ENSG00000229951
2	28619681	AC104695.3	ENSG00000270640
2	28648811	AC104695.2	ENSG00000270210
2	28673050	AC104695.1	ENSG00000227938
2	28680011	PLB1	ENSG00000163803
2	28887405	AC074011.1	ENSG00000230730
2	28959070	AC092164.1	ENSG00000226833
2	28974505	PPP1CB	ENSG00000213639
2	29005382	SPDYA	ENSG00000163806
2	29033571	AC097724.1	ENSG00000273233
2	29093166	TRMT61B	ENSG00000171103
2	29117508	WDR43	ENSG00000163811
2	29179476	TOGARAM2	ENSG00000189350
2	29297126	PCARE	ENSG00000179270
2	29320390	AC105398.1	ENSG00000229224
2	29320570	CLIP4	ENSG00000115295
2	30113236	AC106870.2	ENSG00000230737
2	30144431	ALK	ENSG00000171094
2	30366669	AC016907.2	ENSG00000233862
2	30369806	YPEL5	ENSG00000119801
2	30454396	LBH	ENSG00000213626
2	30569524	LINC01936	ENSG00000235997
2	30670091	LCLAT1	ENSG00000172954
2	30969566	AC092569.1	ENSG00000230118
2	31043407	CAPN13	ENSG00000162949
2	31209804	AC009305.1	ENSG00000234579
2	31378067	GALNT14	ENSG00000158089
2	31456723	CAPN14	ENSG00000214711
2	31456879	EHD3	ENSG00000013016
2	31513627	AL121657.1	ENSG00000213620
2	31637580	XDH	ENSG00000158125
2	31752011	AL133247.1	ENSG00000228563
2	32029048	LINC01946	ENSG00000223647
2	32048480	KRT18P52	ENSG00000237007
2	32078491	AL121652.1	ENSG00000273165
2	32236298	MEMO1	ENSG00000162959
2	32238129	AL121655.1	ENSG00000271228
2	32264880	DPY30	ENSG00000162961
2	32288679	SPAST	ENSG00000021574
2	32390825	AL121658.1	ENSG00000272716
2	32390932	SLC30A6	ENSG00000152683
2	32426668	DDX50P1	ENSG00000229816
2	32490922	NLRC4	ENSG00000091106
2	32502978	YIPF4	ENSG00000119820
2	32546706	AL133245.1	ENSG00000272754
2	32582095	BIRC6	ENSG00000115760
2	32853098	TTC27	ENSG00000018699
2	33050509	LINC00486	ENSG00000230876
2	33152193	AL121656.1	ENSG00000236854
2	33172038	LTBP1	ENSG00000049323
2	33661390	RASGRP3	ENSG00000152689
2	33780380	AC020594.1	ENSG00000237133
2	33824428	FAM98A	ENSG00000119812
2	33861568	HNRNPA1P61	ENSG00000187999
2	33953273	MYADML	ENSG00000239649
2	34902645	LINC01320	ENSG00000228262
2	34928446	AC073218.2	ENSG00000272027
2	34962184	AC073218.1	ENSG00000232153
2	35024916	AC012593.1	ENSG00000226994
2	35225226	AC019064.1	ENSG00000237320
2	35950207	MRPL50P1	ENSG00000234587
2	36582256	AC009414.2	ENSG00000260025
2	36583068	CRIM1	ENSG00000150938
2	36740697	AC007378.1	ENSG00000273090
2	36873229	FEZ2	ENSG00000171055
2	36884083	AC007363.1	ENSG00000270677
2	36923832	VIT	ENSG00000205221
2	37193614	STRN	ENSG00000115808
2	37311484	HEATR5B	ENSG00000008869
2	37311593	GPATCH11	ENSG00000152133
2	37384207	EIF2AK2	ENSG00000055332
2	37421879	AC007390.1	ENSG00000233159
2	37423630	CEBPZOS	ENSG00000218739
2	37423664	SULT6B1	ENSG00000138068
2	37436017	AC007390.2	ENSG00000272054
2	37458772	CEBPZ	ENSG00000115816
2	37458856	NDUFAF7	ENSG00000003509
2	37551950	PRKD3	ENSG00000115825
2	37552482	AC007391.1	ENSG00000232028
2	37571716	QPCT	ENSG00000115828
2	37827278	AC006369.1	ENSG00000236213
2	37965610	CDC42EP3	ENSG00000163171
2	38044057	AC010878.1	ENSG00000225402
2	38103416	LINC00211	ENSG00000237803
2	38150329	RMDN2	ENSG00000115841
2	38294114	RMDN2-AS1	ENSG00000235848
2	38302790	CYP1B1-AS1	ENSG00000232973
2	38337043	CYP1B1	ENSG00000138061
2	38366087	AC009229.2	ENSG00000229160
2	38420489	AC009229.3	ENSG00000273006
2	38458709	RPL7P12	ENSG00000227770
2	38466731	AC009229.1	ENSG00000227292
2	38604426	ATL2	ENSG00000119787
2	38658435	LINC01883	ENSG00000235009
2	38708919	RPLP0P6	ENSG00000213553
2	38742881	AC011247.1	ENSG00000231367
2	38763390	AC011247.3	ENSG00000271443
2	38828739	AC011247.2	ENSG00000235586
2	38830727	HNRNPLL	ENSG00000143889
2	38893051	GALM	ENSG00000143891
2	38978635	SRSF7	ENSG00000115875
2	38978675	GEMIN6	ENSG00000152147
2	38990675	TTC39DP	ENSG00000227238
2	39038795	ASS1P2	ENSG00000223922
2	39089759	AC018693.1	ENSG00000225284
2	39103074	DHX57	ENSG00000163214
2	39103102	MORN2	ENSG00000188010
2	39117020	ARHGEF33	ENSG00000214694
2	39186980	AC019171.1	ENSG00000269210
2	39220997	SOS1-IT1	ENSG00000229692
2	39351485	SOS1	ENSG00000115904
2	39456728	CDKL4	ENSG00000205111
2	39510931	RF00272	ENSG00000252473
2	39550944	AC007684.1	ENSG00000273035
2	39663777	AC007388.1	ENSG00000231312
2	39664452	MAP4K3	ENSG00000011566
2	39892121	TMEM178A	ENSG00000152154
2	40006406	THUMPD2	ENSG00000138050
2	40013592	SLC8A1-AS1	ENSG00000227028
2	40838192	SLC8A1	ENSG00000183023
2	40973626	LINC01794	ENSG00000233128
2	41370919	HNRNPA1P57	ENSG00000237442
2	42046886	LDHAP3	ENSG00000236090
2	42104213	LINC01913	ENSG00000214691
2	42160862	LINC01914	ENSG00000234362
2	42181405	C2orf91	ENSG00000205086
2	42252441	AC013480.1	ENSG00000226398
2	42275159	PKDCC	ENSG00000162878
2	42396489	EML4	ENSG00000143924
2	42397440	AC083949.1	ENSG00000224875
2	42652227	COX7A2L	ENSG00000115944
2	42691136	VDAC1P13	ENSG00000232526
2	42721236	KCNG3	ENSG00000171126
2	42721708	MTA3	ENSG00000057935
2	42991400	OXER1	ENSG00000162881
2	43019731	HAAO	ENSG00000162882
2	43025851	FTOP1	ENSG00000226491
2	43054756	AC098824.1	ENSG00000232202
2	43233199	AC016735.1	ENSG00000224739
2	43266685	LINC01819	ENSG00000231826
2	43329828	LINC02580	ENSG00000230587
2	43453747	ZFP36L2	ENSG00000152518
2	43456711	AC010883.1	ENSG00000234936
2	43823184	THADA	ENSG00000115970
2	43864411	PLEKHH2	ENSG00000152527
2	43903460	C1GALT1C1L	ENSG00000223658
2	43908760	AC011242.1	ENSG00000229695
2	44001177	DYNC2LI1	ENSG00000138036
2	44066003	ABCG5	ENSG00000138075
2	44066102	ABCG8	ENSG00000143921
2	44119828	RNU6-1048P	ENSG00000200924
2	44223143	LRPPRC	ENSG00000138095
2	44393404	PDSS1P2	ENSG00000224637
2	44395997	AC019129.2	ENSG00000273106
2	44395999	PPM1B	ENSG00000138032
2	44497759	RPL12P19	ENSG00000226972
2	44502598	SLC3A1	ENSG00000138079
2	44589000	PREPL	ENSG00000138078
2	44589088	CAMKMT	ENSG00000143919
2	45166337	LINC01833	ENSG00000259439
2	45168900	SIX3-AS1	ENSG00000236502
2	45169012	SIX3	ENSG00000138083
2	45181802	AC012354.1	ENSG00000225156
2	45223551	AC012354.2	ENSG00000231848
2	45236568	SIX2	ENSG00000170577
2	45240806	AC093702.1	ENSG00000231156
2	45396295	AC093833.1	ENSG00000231054
2	45550433	LINC01121	ENSG00000205054
2	45839303	SRBD1	ENSG00000068784
2	45878483	PRKCE	ENSG00000171132
2	45902614	U51244.1	ENSG00000228481
2	46305966	AC017006.2	ENSG00000232696
2	46395116	AC017006.1	ENSG00000231336
2	46520805	EPAS1	ENSG00000116016
2	46621305	LINC01820	ENSG00000228100
2	46656328	LINC02583	ENSG00000187600
2	46769695	ATP6V1E2	ENSG00000250565
2	46769866	RHOQ	ENSG00000119729
2	46807376	AC018682.1	ENSG00000250116
2	46844257	PIGF	ENSG00000151665
2	46844289	CRIPT	ENSG00000119878
2	46926090	SOCS5	ENSG00000171150
2	47043806	LINC01118	ENSG00000222005
2	47055002	LINC01119	ENSG00000239332
2	47080634	AC016722.1	ENSG00000226548
2	47126413	AC016722.2	ENSG00000228925
2	47143295	TTC7A	ENSG00000068724
2	47168993	MCFD2	ENSG00000180398
2	47183976	AC093732.2	ENSG00000272814
2	47267662	AC093732.1	ENSG00000233845
2	47294960	AC073283.1	ENSG00000225187
2	47382516	STPG4	ENSG00000239605
2	47403739	CALM2	ENSG00000143933
2	47452932	AC073283.2	ENSG00000226087
2	47558198	BCYRN1	ENSG00000236824
2	47572212	AC106869.1	ENSG00000234690
2	47572296	EPCAM	ENSG00000119888
2	47604813	MIR559	ENSG00000207923
2	47630107	MSH2	ENSG00000095002
2	47754675	HCG2040054	ENSG00000235760
2	47798077	KCNK12	ENSG00000184261
2	47918384	AC079250.1	ENSG00000230979
2	47922668	MSH6	ENSG00000116062
2	47959173	AC006509.1	ENSG00000224058
2	48025229	RPL36AP15	ENSG00000235369
2	48132815	FBXO11	ENSG00000138081
2	48132932	AC079807.1	ENSG00000233230
2	48167356	PPIAP62	ENSG00000226473
2	48468121	AC092650.1	ENSG00000230773
2	48541775	FOXN2	ENSG00000170802
2	48667735	AC093635.1	ENSG00000272663
2	48667736	PPP1R21	ENSG00000162869
2	48757309	STON1	ENSG00000243244
2	48807723	STON1-GTF2A1L	ENSG00000068781
2	48844936	GTF2A1L	ENSG00000242441
2	48860491	TPT1P11	ENSG00000239995
2	48982879	LHCGR	ENSG00000138039
2	49007740	ELOBP3	ENSG00000232285
2	49143668	CTBP2P5	ENSG00000214602
2	49381675	FSHR	ENSG00000170820
